Match Number,Round Number,Date,Location,Home Team,Away Team,Result
112,13,06/11/2022 20:00,Senol Günes Sports Complex,Trabzonspor,Konyaspor,
115,13,07/11/2022 20:00,Sükrü Saracoglu Stadium,Fenerbahçe,Sivasspor,
117,13,07/11/2022 20:00,New Hatay Stadium,Hatayspor,Istanbul Basaksehir,
119,14,11/11/2022 20:00,Bahçesehir Okullari Stadium,Alanyaspor,Adana Demirspor,
122,14,11/11/2022 20:00,Eryaman Stadium,Ankaragücü,Trabzonspor,
118,14,12/11/2022 14:30,New Sivas 4 Eylül Stadium,Sivasspor,Ümraniyespor,
125,14,12/11/2022 17:00,Sükrü Saracoglu Stadium,Fenerbahçe,Giresunspor,
123,14,12/11/2022 20:00,Basaksehir Fatih Terim Stadium,Istanbul Basaksehir,Galatasaray,
120,14,13/11/2022 14:30,Atatürk Olympic Stadium,Fatih Karagümrük,Gaziantep,
124,14,13/11/2022 17:00,Esenyurt Necmi Kadioglu Stadium,Istanbulspor,Hatayspor,
126,14,13/11/2022 17:00,Kadir Has Stadium,Kayserispor,Konyaspor,
121,14,13/11/2022 20:00,Vodafone Park,Besiktas,Antalyaspor,
127,15,25/12/2022 16:00,Antalya Stadium,Antalyaspor,Ankaragücü,
128,15,25/12/2022 16:00,Ümraniye Belediyesi Sehir Stadium,Ümraniyespor,Istanbul Basaksehir,
129,15,25/12/2022 16:00,Nef Stadium,Galatasaray,Istanbulspor,
130,15,25/12/2022 16:00,Senol Günes Sports Complex,Trabzonspor,Fenerbahçe,
131,15,25/12/2022 16:00,Gaziantep Stadium,Gaziantep,Besiktas,
132,15,25/12/2022 16:00,New Adana Stadium,Adana Demirspor,Fatih Karagümrük,
133,15,25/12/2022 16:00,Recep Tayyip Erdogan Stadium,Kasimpasa,Sivasspor,
134,15,25/12/2022 16:00,Konya Metropolitan Municipality Stadium,Konyaspor,Alanyaspor,
135,15,25/12/2022 16:00,New Hatay Stadium,Hatayspor,Giresunspor,
136,16,28/12/2022 16:00,New Sivas 4 Eylül Stadium,Sivasspor,Galatasaray,
137,16,28/12/2022 16:00,Bahçesehir Okullari Stadium,Alanyaspor,Kayserispor,
138,16,28/12/2022 16:00,Atatürk Olympic Stadium,Fatih Karagümrük,Trabzonspor,
139,16,28/12/2022 16:00,Vodafone Park,Besiktas,Adana Demirspor,
140,16,28/12/2022 16:00,Eryaman Stadium,Ankaragücü,Ümraniyespor,
