Match Number,Round Number,Date,Location,Home Team,Away Team,Result
94,10,09/10/2022 20:45,Stade Pierre-Mauroy,LOSC Lille,RC Lens,1 - 0
108,11,14/10/2022 21:00,Stade de la Meinau,RC Strasbourg Alsace,LOSC Lille,
103,11,15/10/2022 17:00,Stade du Moustoir,FC Lorient,Stade de Reims,
102,11,15/10/2022 21:00,Stade Bollaert-Delelis,RC Lens,Montpellier Hérault SC,
109,11,16/10/2022 13:00,Stadium de Toulouse,Toulouse FC,Angers SCO,
101,11,16/10/2022 15:00,Stade de l'Abbé-Deschamps,AJ Auxerre,OGC Nice,
105,11,16/10/2022 15:00,Stade de la Beaujoire,FC Nantes,Stade Brestois 29,
107,11,16/10/2022 15:00,Roazhon Park,Stade Rennais FC,Olympique Lyonnais,
110,11,16/10/2022 15:00,Stade de l'Aube,ESTAC Troyes,AC Ajaccio,
104,11,16/10/2022 17:05,Stade Louis II,AS Monaco,Clermont Foot 63,
106,11,16/10/2022 20:45,Parc des Princes,Paris Saint-Germain,Olympique de Marseille,
111,12,21/10/2022 21:00,Stade François Coty,AC Ajaccio,Paris Saint-Germain,
116,12,22/10/2022 17:00,Stade de la Mosson,Montpellier Hérault SC,Olympique Lyonnais,
115,12,22/10/2022 21:00,Stade Vélodrome,Olympique de Marseille,RC Lens,
112,12,23/10/2022 13:00,Stade Raymond Kopa,Angers SCO,Stade Rennais FC,
113,12,23/10/2022 15:00,Stade Gabriel Montpied,Clermont Foot 63,Stade Brestois 29,
118,12,23/10/2022 15:00,Stade Auguste-Delaune,Stade de Reims,AJ Auxerre,
119,12,23/10/2022 15:00,Stadium de Toulouse,Toulouse FC,RC Strasbourg Alsace,
120,12,23/10/2022 15:00,Stade de l'Aube,ESTAC Troyes,FC Lorient,
117,12,23/10/2022 17:05,Stade de Nice,OGC Nice,FC Nantes,
114,12,23/10/2022 20:45,Stade Pierre-Mauroy,LOSC Lille,AS Monaco,
123,13,28/10/2022 21:00,Stade Bollaert-Delelis,RC Lens,Toulouse FC,
128,13,29/10/2022 17:00,Parc des Princes,Paris Saint-Germain,ESTAC Troyes,
130,13,29/10/2022 21:00,Stade de la Meinau,RC Strasbourg Alsace,Olympique de Marseille,
121,13,30/10/2022 13:00,Stade de l'Abbé-Deschamps,AJ Auxerre,AC Ajaccio,
122,13,30/10/2022 15:00,Stade Francis-Le Blé,Stade Brestois 29,Stade de Reims,
126,13,30/10/2022 15:00,Stade Louis II,AS Monaco,Angers SCO,
127,13,30/10/2022 15:00,Stade de la Beaujoire,FC Nantes,Clermont Foot 63,
129,13,30/10/2022 15:00,Roazhon Park,Stade Rennais FC,Montpellier Hérault SC,
124,13,30/10/2022 17:05,Stade du Moustoir,FC Lorient,OGC Nice,
125,13,30/10/2022 20:45,Parc Olympique Lyonnais,Olympique Lyonnais,LOSC Lille,
131,14,06/11/2022 15:00,Stade François Coty,AC Ajaccio,RC Strasbourg Alsace,
132,14,06/11/2022 15:00,Stade Raymond Kopa,Angers SCO,RC Lens,
133,14,06/11/2022 15:00,Stade Gabriel Montpied,Clermont Foot 63,Montpellier Hérault SC,
134,14,06/11/2022 15:00,Stade Pierre-Mauroy,LOSC Lille,Stade Rennais FC,
135,14,06/11/2022 15:00,Stade du Moustoir,FC Lorient,Paris Saint-Germain,
136,14,06/11/2022 15:00,Stade Vélodrome,Olympique de Marseille,Olympique Lyonnais,
137,14,06/11/2022 15:00,Stade de Nice,OGC Nice,Stade Brestois 29,
138,14,06/11/2022 15:00,Stade Auguste-Delaune,Stade de Reims,FC Nantes,
139,14,06/11/2022 15:00,Stadium de Toulouse,Toulouse FC,AS Monaco,
140,14,06/11/2022 15:00,Stade de l'Aube,ESTAC Troyes,AJ Auxerre,
141,15,13/11/2022 15:00,Stade Francis-Le Blé,Stade Brestois 29,ESTAC Troyes,
142,15,13/11/2022 15:00,Stade Bollaert-Delelis,RC Lens,Clermont Foot 63,
143,15,13/11/2022 15:00,Stade Pierre-Mauroy,LOSC Lille,Angers SCO,
144,15,13/11/2022 15:00,Parc Olympique Lyonnais,Olympique Lyonnais,OGC Nice,
145,15,13/11/2022 15:00,Stade Louis II,AS Monaco,Olympique de Marseille,
146,15,13/11/2022 15:00,Stade de la Mosson,Montpellier Hérault SC,Stade de Reims,
147,15,13/11/2022 15:00,Stade de la Beaujoire,FC Nantes,AC Ajaccio,
148,15,13/11/2022 15:00,Parc des Princes,Paris Saint-Germain,AJ Auxerre,
149,15,13/11/2022 15:00,Roazhon Park,Stade Rennais FC,Toulouse FC,
150,15,13/11/2022 15:00,Stade de la Meinau,RC Strasbourg Alsace,FC Lorient,
151,16,28/12/2022 15:00,Stade François Coty,AC Ajaccio,Angers SCO,
152,16,28/12/2022 15:00,Stade de l'Abbé-Deschamps,AJ Auxerre,AS Monaco,
153,16,28/12/2022 15:00,Stade Francis-Le Blé,Stade Brestois 29,Olympique Lyonnais,
154,16,28/12/2022 15:00,Stade Gabriel Montpied,Clermont Foot 63,LOSC Lille,
155,16,28/12/2022 15:00,Stade du Moustoir,FC Lorient,Montpellier Hérault SC,
156,16,28/12/2022 15:00,Stade Vélodrome,Olympique de Marseille,Toulouse FC,
157,16,28/12/2022 15:00,Stade de Nice,OGC Nice,RC Lens,
158,16,28/12/2022 15:00,Parc des Princes,Paris Saint-Germain,RC Strasbourg Alsace,
159,16,28/12/2022 15:00,Stade Auguste-Delaune,Stade de Reims,Stade Rennais FC,
160,16,28/12/2022 15:00,Stade de l'Aube,ESTAC Troyes,FC Nantes,
161,17,01/01/2023 15:00,Stade Raymond Kopa,Angers SCO,FC Lorient,
162,17,01/01/2023 15:00,Stade Bollaert-Delelis,RC Lens,Paris Saint-Germain,
